feature	metadata	value	name	coef	null_hypothesis	stderr	pval_individual	qval_individual	pval_joint	qval_joint	error	model	N	N_not_zero
D_4__Marinilabiliaceae	env	Saiki	envSaiki	0.416871308	0	0.860035242	0.627879081	1	1.65E-12	4.79E-10	Prevalence association possibly induced by stronger abundance association	prevalence	132	109
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Chitinophagales.D_4__Saprospiraceae	env	Okayama_G	envOkayama_G	-0.629144489	0	1.144879699	0.582642533	1	0.00037686	0.0142181	Prevalence association possibly induced by stronger abundance association	prevalence	132	127
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Anaerolineales.D_4__Anaerolineaceae	env	Hakata	envHakata	-1.01E-14	0	2.255133098	1	1	4.13E-06	0.00030095	Prevalence association possibly induced by stronger abundance association	prevalence	132	129
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Anaerolineales.D_4__Anaerolineaceae	env	Noto	envNoto	-1.86E-14	0	1.953002552	1	1	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	129
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Anaerolineales.D_4__Anaerolineaceae	env	Tokyo_HK	envTokyo_HK	-9.73E-15	0	2.255133098	1	1	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	129
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Anaerolineales.D_4__Anaerolineaceae	env	Tokyo_KC	envTokyo_KC	-1.02E-14	0	2.255133098	1	1	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	129
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Caldilineales.D_4__Caldilineaceae	env	Kitsuki	envKitsuki	-1.43E-14	0	2.248347277	1	1	3.39E-05	0.001880199	Prevalence association possibly induced by stronger abundance association	prevalence	132	128
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__Caldilineales.D_4__Caldilineaceae	env	Tokyo_HK	envTokyo_HK	-1.31E-14	0	2.248347277	1	1	0.00016617	0.00706332	Prevalence association possibly induced by stronger abundance association	prevalence	132	128
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__RBG.13.54.9.D_4__uncultured.bacterium	env	Saiki	envSaiki	-0.160172967	0	0.844570168	0.849583186	1	0.001441874	0.039798222	Prevalence association possibly induced by stronger abundance association	prevalence	132	17
B_D_0__Bacteria.D_1__Chloroflexi.D_2__KD4.96.__.__	env	Hakata	envHakata	-1.4E-14	0	0.790069695	1	1	0.000652057	0.021997444	Prevalence association possibly induced by stronger abundance association	prevalence	132	18
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__unidentified.bacterium.wb1_A18.D_4__unidentified.bacterium.wb1_A18	env	Hakata	envHakata	-0.317050654	0	0.797990241	0.69113781	1	0.000525155	0.018485557	Prevalence association possibly induced by stronger abundance association	prevalence	132	27
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Hakata	envHakata	-1.11E-14	0	1.300302889	1	1	0.002346296	0.048921943	Prevalence association possibly induced by stronger abundance association	prevalence	132	45
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__Pla1.lineage.__	env	Hakata	envHakata	-1.31E-14	0	0.802450935	1	1	0.00052122	0.018485557	Prevalence association possibly induced by stronger abundance association	prevalence	132	21
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhizobiales.D_4__Methyloligellaceae	env	Kitsuki	envKitsuki	-1.04E-14	0	2.254212047	1	1	3.36E-05	0.001877719	Prevalence association possibly induced by stronger abundance association	prevalence	132	127
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__Rhodovibrionales.D_4__Kiloniellaceae	env	Kitsuki	envKitsuki	0.641144249	0	1.155368427	0.578945118	1	0.000233379	0.009538612	Prevalence association possibly induced by stronger abundance association	prevalence	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Desulfuromonadaceae	env	Noto	envNoto	0.315280434	0	0.687726836	0.646637463	1	0.001243571	0.035877873	Prevalence association possibly induced by stronger abundance association	prevalence	132	53
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.D_4__Sva1033	env	Okayama_G	envOkayama_G	1.23E-14	0	2.24858387	1	1	6.99E-07	6.19E-05	Prevalence association possibly induced by stronger abundance association	prevalence	132	82
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__B2M28.D_4__uncultured.gamma.proteobacterium	env	Tokyo_HK	envTokyo_HK	-2.05E-14	0	2.257677473	1	1	2.23E-05	0.001279029	Prevalence association possibly induced by stronger abundance association	prevalence	132	101
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Noto	envNoto	-9.95E-15	0	1.946700183	1	1	2.61E-07	2.6E-05	Prevalence association possibly induced by stronger abundance association	prevalence	132	131
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Saiki	envSaiki	-0.579713036	0	1.738768895	0.738829113	1	2.83E-14	9.5E-12	Prevalence association possibly induced by stronger abundance association	prevalence	132	131
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Cellvibrionales.D_4__Halieaceae	env	Tokyo_HK	envTokyo_HK	-5.43E-15	0	2.24785575	1	1	1.72E-05	0.001014947	Prevalence association possibly induced by stronger abundance association	prevalence	132	131
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Chromatiales.D_4__Chromatiaceae	env	Saiki	envSaiki	0.654280858	0	1.134130179	0.564006321	1	0.0003159	0.012356906	Prevalence association possibly induced by stronger abundance association	prevalence	132	123
D_4__Unknown_Family	env	Kitsuki	envKitsuki	-1.56E-14	0	2.249170596	1	1	1.21E-07	1.4E-05	Prevalence association possibly induced by stronger abundance association	prevalence	132	130
D_4__Unknown_Family	env	Saiki	envSaiki	-0.948175417	0	1.698141086	0.576598034	1	0	0	Prevalence association possibly induced by stronger abundance association	prevalence	132	130
B_D_0__Archaea.D_1__Diapherotrites.D_2__Micrarchaeia.D_3__uncultured.euryarchaeote.D_4__uncultured.euryarchaeote	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002528691	0.048921943	No data points have the baseline factor level	abundance	132	15
B_D_0__Archaea.D_1__Euryarchaeota.D_2__Thermoplasmata.D_3__Marine.Benthic.Group.D.and.DHVEG.1.__	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002282653	0.048921943	No data points have the baseline factor level	abundance	132	15
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.D_3__uncultured.archaeon.D_4__uncultured.archaeon	dex	non	cndnon	NA	NA	NA	NA	NA	0.001951088	0.048300093	No data points have the baseline factor level	abundance	132	32
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.D_3__uncultured.archaeon.D_4__uncultured.archaeon	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001276831	0.036344078	No data points have the baseline factor level	abundance	132	32
B_D_0__Archaea.D_1__Nanoarchaeaeota.D_2__Woesearchaeia.D_3__uncultured.euryarchaeote.D_4__uncultured.euryarchaeote	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001684928	0.044392967	No data points have the baseline factor level	abundance	132	23
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Aminicenantia.D_3__Aminicenantales.__	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002525807	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	71
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Aminicenantia.D_3__Aminicenantales.__	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002525807	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	71
B_D_0__Bacteria.D_1__Acidobacteria.D_2__ODP1230B23.02.D_3__uncultured.organism.D_4__uncultured.organism	env	Noto	envNoto	NA	NA	NA	NA	NA	0.001305551	0.036689797	Fitting error (NA p-value returned from fitting procedure)	abundance	132	21
B_D_0__Bacteria.D_1__Acidobacteria.D_2__ODP1230B23.02.D_3__uncultured.organism.D_4__uncultured.organism	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.00024104	0.009727022	Fitting error (NA p-value returned from fitting procedure)	abundance	132	21
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.17.__.__	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002482794	0.048921943	No data points have the baseline factor level	abundance	132	26
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.21.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.00238991	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	67
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.21.D_3__uncultured.hydrocarbon.seep.bacterium.BPC102.D_4__uncultured.hydrocarbon.seep.bacterium.BPC102	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.000230852	0.009538612	Fitting error (NA p-value returned from fitting procedure)	abundance	132	16
B_D_0__Bacteria.D_1__Acidobacteria.D_2__Subgroup.22.D_3__uncultured.Acidobacteriaceae.bacterium.D_4__uncultured.Acidobacteriaceae.bacterium	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.000492339	0.017769423	Fitting error (NA p-value returned from fitting procedure)	abundance	132	18
B_D_0__Bacteria.D_1__Actinobacteria.__.__.__	env	Noto	envNoto	NA	NA	NA	NA	NA	0.000575283	0.019918499	Fitting error (NA p-value returned from fitting procedure)	abundance	132	28
B_D_0__Bacteria.D_1__Actinobacteria.__.__.__	env	Saiki	envSaiki	NA	NA	NA	NA	NA	8.47E-05	0.004153832	Fitting error (NA p-value returned from fitting procedure)	abundance	132	28
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002353012	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Noto	envNoto	NA	NA	NA	NA	NA	0.000446743	0.01648635	Fitting error (NA p-value returned from fitting procedure)	abundance	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.00021436	0.008933055	Fitting error (NA p-value returned from fitting procedure)	abundance	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002353012	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__PeM15.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002353012	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	33
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__OPB41.__	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.000564684	0.019674444	Fitting error (NA p-value returned from fitting procedure)	abundance	132	22
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__OPB41.D_4__unidentified.marine.bacterioplankton	env	Noto	envNoto	NA	NA	NA	NA	NA	0.000617695	0.020949061	No data points have the baseline factor level	abundance	132	77
B_D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__OPB41.D_4__unidentified.marine.bacterioplankton	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.002277663	0.048921943	No data points have the baseline factor level	abundance	132	77
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.actinobacterium.D_4__uncultured.actinobacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002189475	0.048921943	No data points have the baseline factor level	abundance	132	23
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002509644	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	25
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	NA	NA	NA	NA	NA	0.000124578	0.005593746	Fitting error (NA p-value returned from fitting procedure)	abundance	132	25
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Saiki	envSaiki	NA	NA	NA	NA	NA	1.92E-05	0.001122456	Fitting error (NA p-value returned from fitting procedure)	abundance	132	25
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002509644	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	25
B_D_0__Bacteria.D_1__Actinobacteria.D_2__WCHB1.81.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002509644	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	25
B_D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__SB.5	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002344951	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	92
B_D_0__Bacteria.D_1__BRC1.D_2__uncultured.organism.D_3__uncultured.organism.D_4__uncultured.organism	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.00197396	0.048500534	No data points have the baseline factor level	abundance	132	17
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__anaerobic.digester.metagenome	dex	non	cndnon	NA	NA	NA	NA	NA	0.000667593	0.022403028	No data points have the baseline factor level	abundance	132	49
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SBR1031.D_4__anaerobic.digester.metagenome	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.000982465	0.03040872	No data points have the baseline factor level	abundance	132	49
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__SJA.15.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.001834724	0.046780756	Fitting error (NA p-value returned from fitting procedure)	abundance	132	78
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002238557	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	51
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002238557	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	51
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.__	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002238557	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	51
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.00251436	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	64
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Anaerolineae.D_3__uncultured.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.00251436	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	64
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002456577	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	47
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002456577	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	47
B_D_0__Bacteria.D_1__Chloroflexi.D_2__Dehalococcoidia.D_3__MSBL5.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002456577	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	47
B_D_0__Bacteria.D_1__Cloacimonetes.D_2__Cloacimonadia.D_3__Cloacimonadales.D_4__MSBL8	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001587881	0.042899711	No data points have the baseline factor level	abundance	132	51
B_D_0__Bacteria.D_1__Cloacimonetes.D_2__Cloacimonadia.D_3__Cloacimonadales.D_4__MSBL8	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.001587881	0.042899711	No data points have the baseline factor level	abundance	132	51
B_D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001309151	0.036689797	No data points have the baseline factor level	abundance	132	68
B_D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.00102985	0.030920248	No data points have the baseline factor level	abundance	132	68
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.3	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002511804	0.048921943	No data points have the baseline factor level	abundance	132	20
B_D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.4	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002188709	0.048921943	No data points have the baseline factor level	abundance	132	19
B_D_0__Bacteria.D_1__Gemmatimonadetes.D_2__BD2.11.terrestrial.group.D_3__uncultured.Gemmatimonadetes.bacterium.D_4__uncultured.Gemmatimonadetes.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002502261	0.048921943	No data points have the baseline factor level	abundance	132	37
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.Bacteroidetes.bacterium.D_3__uncultured.Bacteroidetes.bacterium.D_4__uncultured.Bacteroidetes.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002362805	0.048921943	No data points have the baseline factor level	abundance	132	48
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.Bacteroidetes.bacterium.D_3__uncultured.Bacteroidetes.bacterium.D_4__uncultured.Bacteroidetes.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002362805	0.048921943	No data points have the baseline factor level	abundance	132	48
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.Latescibacteria.bacterium.D_3__uncultured.Latescibacteria.bacterium.D_4__uncultured.Latescibacteria.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002443575	0.048921943	No data points have the baseline factor level	abundance	132	24
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.organism.D_3__uncultured.organism.D_4__uncultured.organism	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.001801277	0.046124272	Fitting error (NA p-value returned from fitting procedure)	abundance	132	70
B_D_0__Bacteria.D_1__Latescibacteria.D_2__uncultured.organism.D_3__uncultured.organism.D_4__uncultured.organism	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.001801277	0.046124272	Fitting error (NA p-value returned from fitting procedure)	abundance	132	70
B_D_0__Bacteria.D_1__Lentisphaerae.D_2__Oligosphaeria.D_3__Oligosphaerales.D_4__Lenti.02	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.00248767	0.048921943	No data points have the baseline factor level	abundance	132	11
B_D_0__Bacteria.D_1__Nitrospirae.D_2__4.29.1.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001770607	0.045706038	No data points have the baseline factor level	abundance	132	35
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Nitrospira.D_3__Nitrospirales.D_4__Nitrospiraceae	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002152787	0.048921943	No data points have the baseline factor level	abundance	132	21
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.__	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002480338	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	58
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.001110834	0.032790188	Fitting error (NA p-value returned from fitting procedure)	abundance	132	45
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Saiki	envSaiki	NA	NA	NA	NA	NA	1.28E-05	0.000802878	Fitting error (NA p-value returned from fitting procedure)	abundance	132	45
B_D_0__Bacteria.D_1__Nitrospirae.D_2__Thermodesulfovibrionia.D_3__uncultured.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.001110834	0.032790188	Fitting error (NA p-value returned from fitting procedure)	abundance	132	45
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Gracilibacteria.D_3__Candidatus.Peregrinibacteria.D_4__uncultured.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001906241	0.047663498	No data points have the baseline factor level	abundance	132	22
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Microgenomatia.D_3__Candidatus.Pacebacteria.D_4__uncultured.bacterium	env	Kitsuki	envKitsuki	NA	NA	NA	NA	NA	0.002380011	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	65
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Microgenomatia.D_3__Candidatus.Pacebacteria.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002380011	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	65
B_D_0__Bacteria.D_1__Patescibacteria.D_2__Parcubacteria.D_3__Candidatus.Moranbacteria.D_4__uncultured.bacterium	env	Saiki	envSaiki	NA	NA	NA	NA	NA	0.002344468	0.048921943	No data points have the baseline factor level	abundance	132	57
B_D_0__Bacteria.D_1__Patescibacteria.D_2__WS6..Dojkabacteria..D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Noto	envNoto	NA	NA	NA	NA	NA	0.000478143	0.017420815	Fitting error (NA p-value returned from fitting procedure)	abundance	132	40
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002522321	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	44
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Phycisphaerae.D_3__CCM11a.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002522321	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	44
B_D_0__Bacteria.D_1__Planctomycetes.D_2__Pla4.lineage.__.__	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002386455	0.048921943	No data points have the baseline factor level	abundance	132	15
B_D_0__Bacteria.D_1__Planctomycetes.D_2__vadinHA49.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_HK	envTokyo_HK	NA	NA	NA	NA	NA	0.002339888	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	56
B_D_0__Bacteria.D_1__Planctomycetes.D_2__vadinHA49.D_3__uncultured.bacterium.D_4__uncultured.bacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002339888	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	56
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__uncultured.D_4__alpha.proteobacterium.endosymbiont.2.of.Inanidrilus.makropetalos	dex	non	cndnon	NA	NA	NA	NA	NA	0.001358693	0.037817764	No data points have the baseline factor level	abundance	132	25
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__uncultured.D_4__uncultured.alpha.proteobacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002357442	0.048921943	No data points have the baseline factor level	abundance	132	55
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Alphaproteobacteria.D_3__uncultured.D_4__uncultured.alpha.proteobacterium	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.002357442	0.048921943	No data points have the baseline factor level	abundance	132	55
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Bdellovibrionales.D_4__Bdellovibrionaceae	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002395501	0.048921943	No data points have the baseline factor level	abundance	132	26
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Bradymonadales.D_4__uncultured.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002532033	0.048921943	No data points have the baseline factor level	abundance	132	32
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfarculales.D_4__Desulfarculaceae	env	Tokyo_KC	envTokyo_KC	NA	NA	NA	NA	NA	0.00229346	0.048921943	Fitting error (NA p-value returned from fitting procedure)	abundance	132	97
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfuromonadales.__	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.001311882	0.036689797	No data points have the baseline factor level	abundance	132	20
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Myxococcales.__	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002528354	0.048921943	No data points have the baseline factor level	abundance	132	14
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Myxococcales.D_4__VHS.B3.70	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002361741	0.048921943	No data points have the baseline factor level	abundance	132	28
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Oligoflexales.D_4__0319.6G20	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002250191	0.048921943	No data points have the baseline factor level	abundance	132	33
B_D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__PB19.D_4__uncultured.deep.sea.bacterium	env	Hakata	envHakata	NA	NA	NA	NA	NA	0.002437314	0.048921943	No data points have the baseline factor level	abundance	132	20
